Common Name,Len,Faculty,Len2,Number,Len3,Course Title,Len4,Schedule,Len5,Lecture Hours,Len6,Lab Hours,Len7,Weight,Len8,Description,Len9,Prerequisites,Len10,Corequisites,Len11,Restrictions,Len12,Equates,Len13,Departments,Len14,Offerings,Len15,External Course Codes,Len16,Total
ECON*3520,9,ECON,4,3520,4,Labour Economics,16,F,1,3,1,0,1,0.5,3,"A study of the labour market, wage determination and the relationship between wages, employment, and prices.",108,"ECON*2310, (1 of ECON*2740, PSYC*2010, STAT*2040, STAT*2050, STAT*2060, STAT*2080, STAT*2090, STAT*2100, STAT*2120)",115,,0,,0,,0,Department of Economics and Finance,35,,0,,0,297
ECON*3530,9,ECON,4,3530,4,Industrial Organization,23,F,1,3,1,0,1,0.5,3,"This course examines industries in which firms have the potential to exercise market power. Topics include how the competitive environment affects the behaviour of firms, measuring the extent of market power on welfare. The performance of markets under monopolies, dominant firms, cartels and oligopolies is examined and related aspects of Canadian competition policy and regulations are discussed. ",399,"ECON*2310, (ECON*2770 or MATH*1210)",35,,0,,0,,0,Department of Economics and Finance,35,,0,,0,515
ECON*3580,9,ECON,4,3580,4,Economics of Regulation,23,U,1,3,1,0,1,0.5,3,"A study of the economic reasons for government intervention in the marketplace. Emphasis will be placed on the role of crown corporations, regulatory agencies, regulation rules and public sector price-setting in the Canadian economy. ",234,ECON*2310,9,,0,,0,,0,Department of Economics and Finance,35,,0,,0,324
ECON*3610,9,ECON,4,3610,4,Public Economics,16,W,1,3,1,0,1,0.5,3,"This course examines the interventionist role of government in the economy. It examines several sources of market failure which are used to justify government intervention. These include public goods, externalities and redistribution. The course also evaluates alternative sources of government revenue from the perspectives of both equity and efficiency. These include the personal and corporate income taxes, sales taxes and wealth taxes. ",441,ECON*2310,9,,0,,0,,0,Department of Economics and Finance,35,,0,,0,524
ECON*3620,9,ECON,4,3620,4,International Trade,19,U,1,3,1,0,1,0.5,3,"An introduction to the general equilibrium analysis of international trade, international factor movements and commercial policy. Special emphasis is given to Canada's international trade relationships. ",203,ECON*2310,9,,0,,0,,0,Department of Economics and Finance,35,,0,,0,289
ECON*3710,9,ECON,4,3710,4,Advanced Microeconomics,23,"F,W",3,4,1,0,1,0.5,3,This course provides an in-depth treatment of consumer and producer theory leading to the general equilibrium model of the economy and the study of welfare economics. ,167,"ECON*2310, (ECON*2770 or MATH*1210). A grade average of 70% or more in these courses is recommended.",100,,0,,0,,0,Department of Economics and Finance,35,,0,,0,350
ECON*3730,9,ECON,4,3730,4,The Origins of International Inequality,39,W,1,3,1,0,1,0.5,3,"This course surveys the world economy with a particular focus on the industrial revolution, demographic change, the rise to prominence of ‘settler colonies’, globalization and the origins of international inequality. ",221,"9.00 credits including ECON*1050, ECON*1100",43,,0,,0,,0,Department of Economics and Finance,35,,0,,0,361
ECON*3740,9,ECON,4,3740,4,Introduction to Econometrics,28,"F,W",3,3,1,1,1,0.5,3,"This computer-based course involves the specification and estimation of economic models and the testing of economic hypotheses using appropriate test statistics. Topics include the summation operator, expectation operator, ordinary least squares estimation, dummy variables, seasonality, multicollinearity, heteroskedasticity, autocorrelation, data sources (including uses of the Data Resource Centre). Additional topics may be included at the instructor's discretion. Heavy emphasis will be placed on applications and writing up results. Some use of spreadsheet software (e.g. QuattroPro, Excel) and statistical software (e.g. TSP, SHAZAM) will be required. ",659,"ECON*1050, ECON*1100, ( 1 of ECON*2740, STAT*2040, STAT*2060, STAT*2080), (ECON*2770 or MATH*1210)",98,,0,,0,,0,Department of Economics and Finance,35,,0,,0,845
ECON*3810,9,ECON,4,3810,4,Advanced Macroeconomics,23,W,1,4,1,0,1,0.5,3,"This course provides an advanced study of a wide range of issues in intertemporal macroeconomics. When constructing macroeconomic models in this course we will explicitly take into account microeconomic foundations. The models constructed will be used to study short-run fluctuations (or business cycles) and long term growth, and to explain cross country income disparities. Topics also include open economy macroeconomic issues. ",431,"ECON*2410, (ECON*2740 or STAT*2040), (ECON*2770 or MATH*1210)",61,,0,,0,,0,Department of Economics and Finance,35,,0,,0,573
ECON*3900,9,ECON,4,3900,4,Intermediate Special Study in Economics,39,"S,F,W",5,3,1,0,1,0.5,3,"This intermediate special study course is designed to provide an opportunity for students to gain or enhance their knowledge and understanding of a particular topic in economics and explore an area of interest beyond what is provided through regularly scheduled courses. Students will work, individually or in a group setting, to an agreed program of study and typically complete a major paper/report or series of papers/reports normally on a specific topic of choice under the guidance of a faculty member. ",508,"ECON*2310, ECON*2410, ECON*2740, ECON*2770",42,,0,Instructor consent required.,28,,0,Department of Economics and Finance,35,,0,,0,679
ECON*4400,9,ECON,4,4400,4,Managerial Economics,20,W,1,3,1,0,1,0.5,3,"This course introduces students to the latest developments in the economic analysis of the inside workings of firms. The course is centered on the concept of organizational structure, which is made up of three variables: allocation of decision rights, performance evaluation and performance incentives. The course tries to explain the diversity of economic organizations, and more generally, why economic activity is sometimes carried out through firms and sometimes through markets. ",484,ECON*2310 Students must have completed a minimum of 12 credits.,63,,0,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations. See department for more information.,141,,0,Department of Economics and Finance,35,Also offered through Distance Education format.,47,,0,813
ECON*4500,9,ECON,4,4500,4,Topics in Urban Economics,25,U,1,3,1,0,1,0.5,3,"This course will investigate selected theoretical and applied topics in urban economics in depth. Among topics which might be treated are location theory, the theory of spatial structure, transportation economics, the economics of housing, the economics of land use regulation, urban public finance. ",300,"ECON*3740, (ECON*3710 or ECON*3500)",35,,0,,0,,0,Department of Economics and Finance,35,,0,,0,418
ECON*4640,9,ECON,4,4640,4,Advanced Econometrics,21,F,1,3,1,0,1,0.5,3,"This course discusses the classical linear regression model and its extensions including generalized least squares and the theory and application of F tests. The maximum likelihood principle is introduced, as are alternative approaches to testing, e.g. LM, LR and Wald tests. Additional topics may be included at the instructor's discretion. Matrix algebra is used and proof of the Gauss-Markov theorem is included, but discussion of proofs is in general limited in order to allow substantial applications to data using statistical software such as TSP, SHAZAM, SAS, STATA. ",574,ECON*3740,9,,0,,0,,0,Department of Economics and Finance,35,,0,,0,662
ECON*4700,9,ECON,4,4700,4,Advanced Mathematical Economics,31,F,1,3,1,1,1,0.5,3,"This course provides students with the necessary mathematical skills required to build rigorous models in economics, including differential and integral calculus, optimization and comparative statics analysis and advanced topics in linear algebra. It continues in the second half with application to modelling in a particular area of economics. The specific area will vary from year to year, and can include such topics as general equilibrium modelling, mathematical finance models, or economics of the environment. ",516,"ECON*3710, ECON*3740",20,,0,,0,,0,Department of Economics and Finance,35,,0,,0,625
ECON*4710,9,ECON,4,4710,4,Advanced Topics in Microeconomics,33,F,1,3,1,0,1,0.5,3,"An intensive study of the scope, methodology, and content of contemporary microeconomics; selected topics in partial and general equilibrium analysis. ",151,ECON*3710,9,,0,,0,,0,Department of Economics and Finance,35,,0,,0,251
ECON*4720,9,ECON,4,4720,4,Topics in Economic History,26,U,1,3,1,0,1,0.5,3,This course uses economic theory to analyse the process of historical economic change.,86,"12.50 credits including (1 of ECON*2310, ECON*2720, ECON*3720, ECON*3730)",73,,0,,0,,0,Department of Economics and Finance,35,,0,,0,243
ECON*4750,9,ECON,4,4750,4,Topics in Public Economics,26,U,1,3,1,0,1,0.5,3,"This course examines selected topics related to the expenditure and taxation functions of government. Topics may include issues in public good theory such as the free rider problem, the problem of eliciting truthful revelation of preferences and the use of taxes as a corrective device for externalities. The course may also address optimal taxation as well as tax evasion. Throughout this course the trade-off between efficiency and equity is emphasized. ",456,ECON*3710,9,,0,,0,,0,Department of Economics and Finance,35,,0,,0,549
ECON*4760,9,ECON,4,4760,4,Topics in Monetary Economics,28,U,1,3,1,0,1,0.5,3,"Selected topics in monetary economics such as theories of the demand for and supply of money, the nature and role of private banks and central banks, the transmission processes of monetary policy are examined. ",210,"(ECON*3600 or ECON*3810), ECON*3740, [1 of ECON*3510, ECON*3710, (ECON*3960 or FIN*3500)]",89,,0,,0,,0,Department of Economics and Finance,35,,0,,0,385
ECON*4780,9,ECON,4,4780,4,Topics in Industrial Organization,33,U,1,3,1,0,1,0.5,3,"Selected topics in the theoretical and empirical study of the organization and performance of firms and markets are covered in this course. Topics may include: strategic behaviour of firms such as actions to deter entry of rivals, pre-emptive choice of location and product quality, and research and development; the regulation of firms under uncertainty; econometric analysis of the use of market power; and modern advances in the theory of the firm. ",452,"ECON*3530, ECON*3740",20,,0,,0,,0,Department of Economics and Finance,35,,0,,0,563
ECON*4790,9,ECON,4,4790,4,Topics in Labour Market Theory,30,U,1,3,1,0,1,0.5,3,Selected topics in advanced labour market theory with emphasis on empirical evidence for the Canadian labour market are covered in this course. ,144,"ECON*3740, (ECON*3710 or ECON*3520)",35,,0,,0,,0,Department of Economics and Finance,35,,0,,0,267
ECON*4800,9,ECON,4,4800,4,Competitiveness and Strategic Advantage,39,U,1,3,1,0,1,0.5,3,This course is about the creation and maintenance of long-term vision for the corporation from the perspective of the general manager. It is concerned with both the determination of strategic direction and the management of the strategic process. ,247,"14.50 credits including ECON*2310, (BUS*3320 or MGMT*3320), (ECON*2560 or FIN*2000)",83,,0,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations. See department for more information.,141,,0,Department of Economics and Finance,35,,0,,0,568
ECON*4810,9,ECON,4,4810,4,Advanced Topics in Macroeconomics,33,W,1,3,1,0,1,0.5,3,"This course explores the theory of complex aggregate economic models; their assumptions, construction, and use in the analysis of macroeconomic activity. ",154,"ECON*3740, ECON*3810",20,,0,,0,,0,Department of Economics and Finance,35,,0,,0,265
ECON*4830,9,ECON,4,4830,4,Economic Development,20,W,1,3,1,0,1,0.5,3,"A study of the theories, problems and policies of economic growth with special reference to underdeveloped countries.",117,ECON*2310,9,,0,,0,,0,Department of Economics and Finance,35,,0,,0,204
ECON*4860,9,ECON,4,4860,4,Seminar in Current Economic Problems,36,U,1,3,1,0,1,0.5,3,"In a seminar setting, selected contemporary economic problems are examined.",75,"(ECON*3600 or ECON*3810), ECON*3710, ECON*3740",46,,0,,0,,0,Department of Economics and Finance,35,,0,,0,215
ECON*4880,9,ECON,4,4880,4,Topics in International Economics,33,U,1,3,1,0,1,0.5,3,Selected topics involving the advanced analysis of the causes and effects of trade and financial flows and international factor movements are covered in this course. ,166,"[1 of or ECON*3610, ECON*3810, (ECON*3860 or FIN*3400)], (ECON*3710 or ECON*3620)",81,,0,,0,,0,Department of Economics and Finance,35,,0,,0,338
ECON*4890,9,ECON,4,4890,4,History of Economic Thought,27,U,1,3,1,0,1,0.5,3,"A study of the development of economic theory, the tools of economic analysis, and the evaluation of economics as a science, together with an analysis of the circumstances affecting this development. ",200,"ECON*2310, ECON*2410",20,,0,,0,,0,Department of Economics and Finance,35,,0,,0,305
ECON*4900,9,ECON,4,4900,4,Special Study in Economics,26,"S,F,W",5,3,1,0,1,0.5,3,The special study option is designed to provide senior undergraduate students with an opportunity to pursue an independent course of study. The subject matter will be related to regular 4000 level courses. Students will be required to submit a major paper/report on the subject matter studied. Formal agreement between the student and instructor of the course is required as well as the approval of the department chair or designate. ,434,"(ECON*3600 or ECON*3810), ECON*3710, ECON*3740",46,,0,,0,,0,Department of Economics and Finance,35,,0,,0,568
ECON*4910,9,ECON,4,4910,4,Special Study in Economics,26,"S,F,W",5,3,1,0,1,0.5,3,The special study option is designed to provide senior undergraduate students with an opportunity to pursue an independent course of study. The subject matter will be related to regular 4000 level courses. Students will be required to submit a major paper/report on the subject matter studied. Formal agreement between the student and instructor of the course is required as well as the approval of the department chair or designate. ,434,"(ECON*3600 or ECON*3810), ECON*3710, ECON*3740",46,,0,,0,,0,Department of Economics and Finance,35,,0,,0,568
ECON*4930,9,ECON,4,4930,4,Environmental Economics,23,F,1,3,1,0,1,0.5,3,This course is an advanced treatment of the interrelationship between economic activities and the state of the natural environment from an economics perspective. ,162,"14.50 credits including ECON*2310, ECON*2770",44,,0,,0,,0,Department of Economics and Finance,35,,0,,0,287
EDRD*1400,9,EDRD,4,1400,4,Introduction to Design,22,W,1,3,1,0,1,0.5,3,This course is designed to increase visual awareness and recognition of natural and planned design elements in the environment. Students will investigate the roles of designers and seek to develop an understanding of design as an applied process that responds to human needs. ,276,,0,,0,,0,,0,School of Environmental Design and Rural,40,,0,,0,361
EDRD*2020,9,EDRD,4,2020,4,Interpersonal Communication,27,F,1,3,1,0,1,0.5,3,"This course introduces to dyadic and small-group communication. The focus is on communication style and effectiveness with attention to verbal and nonverbal communication, listening behaviour and conflict. ",206,,0,,0,,0,,0,School of Environmental Design and Rural,40,Offered through Distance Education format only.,47,,0,343
EDRD*2250,9,EDRD,4,2250,4,Planning Theory and Practice,28,F,1,3,1,0,1,0.5,3,The course links the body of planning theory to the Canadian experience of local planning practice. It provides an introduction to the issues of planning in the public realm and its role in implementation of the development of municipalities through both growth as well as decline. This is achieved by examining planning theory and reflecting on the context and process of planning in practice in Canada. The student in the course will come to understand both the role of theory in guiding practice as well as the role of practice in evolution of theory. This understanding is critical to the role of the professional planner in facilitating local development and managing change in the public interest. ,704,2.00 credits,12,,0,,0,,0,School of Environmental Design and Rural,40,Offered through Distance Education format only.,47,,0,854
EDRD*2650,9,EDRD,4,2650,4,Introduction to Planning and Environmental Law,46,W,1,3,1,0,1,0.5,3,The goal of the course is to introduce the students to the principles and processes that govern the management of land use and the protection of the environment. This will be done through an examination of the key legislation and regulations applied to land use and the environment. ,283,5.00 credits,12,,0,,0,,0,School of Environmental Design and Rural,40,Offered through Distance Education format only.,47,,0,451
EDRD*3050,9,EDRD,4,3050,4,Agricultural Communication,26,F,1,3,1,0,1,0.5,3,"This course investigates communications, public relations and media production for engaging a wide audience with a focus on various types of media, including the internet. Communication strategies and landmark media campaigns are considered. Students will be involved in the preparation of a professional portfolio of media. ",325,10.00 credits,13,,0,,0,,0,School of Environmental Design and Rural,40,,0,,0,427
EDRD*3120,9,EDRD,4,3120,4,Educational Communication,25,F,1,3,1,0,1,0.5,3,"This course addresses the communication concepts and practices within the formal and non-formal educational contexts. Communication is central to teaching and learning because communication mediates a conscious effort either on the part of the learners to learn, or on the part of the teachers to provide and transfer knowledge, attitudes and skills. ",351,5.00 credits,12,,0,REXT*3100,9,,0,School of Environmental Design and Rural,40,Offered through Distance Education format only.,47,,0,507
EDRD*3140,9,EDRD,4,3140,4,Organizational Communication,28,W,1,3,1,0,1,0.5,3,"This course explores the application of communication process theory to organizations with special emphasis on internal organizational processes experienced at individual, group and organizational levels. Students examine communication in different organizational contexts including civil society, government, business and transnational corporations. ",351,5.00 credits,12,,0,REXT*3040,9,,0,School of Environmental Design and Rural,40,Offered through Distance Education format only.,47,,0,510
EDRD*3160,9,EDRD,4,3160,4,International Communication,27,W,1,3,1,0,1,0.5,3,"This course examines the role of communication in global development. Emphasis is on the application of interpersonal, intercultural communications and the mass media in the development process. ",195,10.00 credits,13,,0,REXT*3060,9,,0,School of Environmental Design and Rural,40,Offered through Distance Education format only.,47,,0,354
EDRD*3400,9,EDRD,4,3400,4,Sustainable Communities,23,W,1,3,1,0,1,0.5,3,"This course will explore the issue of the sustainability of small, rural and remote communities in Canada. A variety of issues will be explored in the context of sustainable communities, including the impact of global climate change, demographic changes, economic changes, automation and labour market challenges, individual and community health and well-being etc. In addition, we will critically examine how federal/provincial/territorial/municipal governments support or hinder the sustainability of these communities. ",522,10.00 credits,13,,0,,0,,0,School of Environmental Design and Rural,40,,0,,0,621
EDRD*3450,9,EDRD,4,3450,4,Watershed Planning Practice,27,F,1,3,1,0,1,0.5,3,"This course introduces the principles and practice of watershed-based planning, with an emphasis on Ontario, with reference to other jurisdictions in Canada and international contexts including the United States. The course provides an overview of the history of water resource use and abuse, basic concepts of hydrology, water resource management, ecosystem approaches, and planning theory. ",392,10.00 credits,13,,0,,0,,0,School of Environmental Design and Rural,40,Offered through Distance Education format only.,47,,0,542
EDRD*3500,9,EDRD,4,3500,4,Recreation and Tourism Planning,31,"F,W",3,3,1,0,1,0.5,3,"Application of planning theory to recreation and tourism in the private and public sectors, approaches to implementing plans, and strategies for involving stakeholders in the planning process. Focus will also be on the impact of various approaches to planning recreation and tourism. ",284,10.00 credits,13,,0,,0,UNIV*3500,9,School of Environmental Design and Rural,40,Offered through Distance Education format only.,47,,0,449
EDRD*4010,9,EDRD,4,4010,4,Tourism Planning in the Less Developed World,44,W,1,3,1,0,1,0.5,3,"This course will provide a discussion and investigation of tourism from an interdisciplinary point of view. The subject of tourism development cuts across many disciplines and is fundamental to a variety of scholars and practitioners working in tourism and development generally. While a variety of important theories and planning practices from a variety of disciplines have been selected for study, planning and community development theory will provide the overarching perspective. The features of planning theories and models stress analysis and intervention into human and environmental systems. This perspective begins with the view that tourism is a complicated human construct and as such needs to be structured and guided in order to maximize the benefits to all stakeholders in the system. ",800,5 credits,9,,0,,0,,0,School of Environmental Design and Rural,40,Offered through Distance Education format only.,47,,0,963
EDRD*4020,9,EDRD,4,4020,4,Rural Extension in Change and Development,41,F,1,3,1,0,1,0.5,3,The planning and management of development programs with emphasis on the role of non-formal education and counselling in influencing behavioral change and adoption of innovation. Case studies include cross cultural and international considerations. ,249,10.00 credits,13,,0,,0,REXT*4020,9,School of Environmental Design and Rural,40,,0,,0,375
EDRD*4120,9,EDRD,4,4120,4,Leadership Development in Small Organizations,45,F,1,3,1,0,1,0.5,3,"The main theories of leadership will be discussed with exploration of the current literature, practice leadership skills and perform relevant activities in an on-line environment. Emphasis will be placed on the communication challenges facing leaders in small organizations and the importance of developing a culture of shared leadership. ",339,10.00 credits,13,,0,REXT*4100.,10,,0,School of Environmental Design and Rural,40,Offered through Distance Education format only.,47,,0,517
ENGG*1070,9,ENGG,4,1070,4,Occupational Health and Safety,30,F,1,2,1,0,1,0.25,4,"This course presents the legal implications of occupational health and safety as expressed in the Environmental and Occupational Health and Safety Act, and exposes students to methodologies designed to ensure compliance with the Act. The course stresses safety initiatives and deals with specific safety issues such as noise levels, biosafety, hazardous waste management, safety in the workplace, radiation safety and industrial safety. ",437,,0,,0,Registration in the BENG Program,32,,0,School of Engineering,21,,0,,0,544
ENGG*1100,9,ENGG,4,1100,4,Engineering and Design I,24,F,1,2,1,4,1,0.75,4,"This course provides an introduction to engineering and design. An overview of design processes is covered and students experience a defined, open‐ended design project. Physical design development is emphasized, supplemented by elements of analysis. Engineering communications emphasize the visual form and span engineering drawings across a spectrum of engineering disciplines (2D and 3D, realistic and symbolic). Sketching and computer aided tools are both developed. Written communications (individual and team) focus on design. The practice of professional engineering, ethical principles and the engineer’s role and obligations in society are all introduced. The coursework is team‐based to reflect the practice of engineering and the character of the School of Engineering. ",786,,0,,0,Registration in the BENG Program,32,,0,School of Engineering,21,,0,,0,887
ENGG*1210,9,ENGG,4,1210,4,Engineering Mechanics I,23,W,1,3,1,2,1,0.5,3,"This course presents the fundamental principles of Newtonian mechanics; distributed loading; free body diagrams; rigid body equilibrium; structural analysis; internal loading of structural members; friction; dynamics of particles; linear and angular momentum of rigid bodies; conservation of energy; principles of impulse and momentum, and plane motion of rigid bodies. ",370,"MATH*1200, PHYS*1130",20,,0,,0,,0,School of Engineering,21,,0,,0,457
ENGG*1500,9,ENGG,4,1500,4,Engineering Analysis,20,"F,W",3,3,1,1,1,0.5,3,"This course deals with engineering applications of matrix algebra, vector spaces and computer techniques to solve linear systems. Topics include theory and applications of linear transformations, eigenvalues and eigenvectors, diagonalization, complex-variable algebra, and multi-variable functions. ",299,,0,,0,"MATH*1160, MATH*2150, MATH*2160",31,,0,School of Engineering,21,,0,,0,396
ENGG*2100,9,ENGG,4,2100,4,Engineering and Design II,25,"F,W",3,2,1,4,1,0.75,4,"This course is a progression in engineering design skills with particular emphasis on computer usage in design, oral communication of solutions and team skills. Computer usage in design will include advanced CAD/CAM/CAE tools; and database management software. An introduction to safety in engineering practice and design, and the concept of sustainable development are covered. ",379,Completion of 4.0 credits including ENGG*1100,45,,0,,0,,0,School of Engineering,21,,0,,0,496
ENGG*2120,9,ENGG,4,2120,4,Material Science,16,"F,W",3,3,1,2,1,0.5,3,"Study of the mechanical, electrical, magnetic, optical and thermal properties of solids. Atomic order and disorder in solids, single-phase metals, and multiphase materials (their equilibria and micro-structure) are examined as a basis for understanding the causes of material properties. Interwoven throughout the course is an introduction to materials selection and design considerations. ",390,"CHEM*1040, PHYS*1130",20,,0,,0,,0,School of Engineering,21,,0,,0,472
ENGG*2130,9,ENGG,4,2130,4,Introduction to Environmental Engineering,41,F,1,1.5,3,3,1,0.5,3,"This course introduces the field of environmental engineering, including minimizing the negative effects of human activities, responsible resource use and recovery, and remediation of soil, water and air pollution. Students will explore relevant ethical issues as well as regulations and policies in diverse areas of environmental engineering. Skills development integrated throughout the course elements will emphasize writing, teamwork, the collaborative nature of the field, engineering tools used in environmental engineering, and data management and analysis. ",565,4.00 credits,12,,0,Registration in BENG.ENVE or BENG.ENVE:C.,41,,0,School of Engineering,21,,0,,0,705
ENGG*2160,9,ENGG,4,2160,4,Engineering Mechanics II,24,F,1,3,1,1,1,0.5,3,"Fundamental principles of the mechanics of deformable materials; stress and strain; Mohr's circle for transformation of stress and strain; deflection under load; design of beams, shafts, columns and pressure vessels; failure theory and design. ",244,"ENGG*1210, ENGG*1500, 0.50 credits in calculus",46,,0,This is a Priority Access Course. Enrolment may be restricted to the BME and MECH specializations in the BENG and BENG:C programs. See department for more information.,167,,0,School of Engineering,21,,0,,0,525
ENGG*2180,9,ENGG,4,2180,4,Introduction to Manufacturing Processes,39,W,1,3,1,2,1,0.5,3,"This course is designed to provide students with an overview of a wide variety of manufacturing processes involved in industrial activities. While most of the manufacturing processes are to be introduced during the course, more emphasis will be given on those processes which are more common in industry, namely material removal processes, casting, and forming. In addition to introducing the various manufacturing process, mathematical models and several empirical data and equations describing the various manufacturing processes will be covered in order to provide the students with a better understanding of the relations between the parameters involved. ",659,ENGG*2160,9,ENGG*2120,9,,0,,0,School of Engineering,21,,0,,0,760
ENGG*2230,9,ENGG,4,2230,4,Fluid Mechanics,15,"F,W",3,3,1,2,1,0.5,3,"Analysis of steady ideal and viscous fluid flow systems using the Continuity, Bernoulli and Momentum equations. Boundary layer theory is treated in terms of viscous and pressure drag, lift and its importance in heat and mass transfer. Dimensional analysis and dynamic similitude are studied to provide an understanding of flow systems analysis and modeling. Introduction to pipe flow and open channel flow. ",407,"ENGG*1210, MATH*1210",20,,0,,0,,0,School of Engineering,21,,0,,0,488
ENGG*2340,9,ENGG,4,2340,4,Kinematics and Dynamics,23,W,1,3,1,2,1,0.5,3,"The course will cover kinematic and dynamic analysis including graphical and analytical methods for kinematic analysis of space, mechanisms and elementary body motion in space, static and dynamic force analyses of mechanisms, gyroscopic forces, dynamics of reciprocating and rotating machinery, cam and gear mechanisms and specifications. ",339,ENGG*1210,9,,0,This is a Priority Access Course. Enrolment may be restricted to the MECH specialization in the BENG and BENG:C programs. See department for more information.,158,,0,School of Engineering,21,,0,,0,573
ENGG*2400,9,ENGG,4,2400,4,Engineering Systems Analysis,28,F,1,3,1,1,1,0.5,3,"This course provides the foundational skills required to model and analyze elementary dynamic engineering systems. The course will focus on basic mechanical, electrical, thermal and hydraulic systems under the assumptions of linearity and time invariance. Students will learn to identify relevant elements and generate system models. System behaviours will be analyzed by solving for such responses as the impulse response, step response, and sinusoidal steady-state response using differential equations, Laplace transform methods, and computer-based methods. The relationship of such system parameters as time constant, degree of damping and resonance frequencies with the transient and steady-state responses will be examined. The complex valued system transfer function will be defined and analyzed. ",804,"ENGG*1210, ENGG*1500, MATH*1200, MATH*1210, PHYS*1010",53,MATH*2270,9,,0,,0,School of Engineering,21,,0,,0,938
ENGG*2410,9,ENGG,4,2410,4,Digital Systems Design Using Descriptive Languages,50,F,1,3,1,3,1,0.5,3,"Review of Boolean algebra and truth tables, Karnaugh maps. Design, synthesis and realization of combinational circuits. Design, synthesis and realization of sequential circuits. VHDL: structural modeling, data flow modeling, synchronous & asynchronous behavior descriptions, algorithmic modeling. Designing with PLDs. Digital design with SM charts. Designing with PGAs and complex programmable logical devices. Hardware testing and design for testability. Hierarchy in large designs. The course will primarily be concerned with the design of multi-input, multi-output digital controllers which provide the central control signals that orchestrate the collection of hardware devices (from SSI to VLSI) found in a digital system. An introduction to FPGA-based, as well as microprocessor-based digital systems design will be given. Design examples will include systems such as UART, microcontroller CPU, ALU and data acquisition system. ",934,"PHYS*1130, (CIS*1300 or CIS*1500)",33,,0,This is a Priority Access Course. Enrolment may be restricted to the CENG and ESC specializations in the BENG and BENG:C programs. See department for more information.,167,,0,School of Engineering,21,,0,,0,1228
ENGG*2450,9,ENGG,4,2450,4,Electric Circuits,17,W,1,3,1,2,1,0.5,3,This course explores the fundamentals of electric circuit analysis. Course topics include: lumped circuit abstraction; circuit elements and their characteristics; nodal and mesh analysis; linearity and superposition principles; fundamental circuit theorems; Thevenin and Norton equivalent circuits; introduction to the ideal operational amplifier and operational-amplifier circuits; dynamics of first and second order circuits including switched circuits; coupled inductors and transformers; alternate-current circuits and sinusoidal steady-state analysis with phasor methods. ,577,"ENGG*2400, PHYS*1010",20,,0,,0,,0,School of Engineering,21,,0,,0,658
ENGG*2550,9,ENGG,4,2550,4,Water Management,16,W,1,3,1,0,1,0.5,3,"The influence of fundamental engineering and hydrologic principles on the choices available for management of water on a watershed basis is demonstrated for representative techniques used in management for water supply, irrigation, flood control, drainage and water pollution control. Selected problems are studies to reveal the technical, environmental, legal, jurisdiction, political, economic and social aspects of water management decisions. ",446,5.00 credits including CHEM*1040,32,,0,,0,,0,School of Engineering,21,,0,,0,538
ENGG*2560,9,ENGG,4,2560,4,Environmental Engineering Systems,33,W,1,3,1,2,1,0.5,3,"Analysis techniques for natural and engineered systems including chemical, physical and biological processes. Mass balance analysis for steady state and unsteady state situations. Analysis under both equilibrium and non-equilibrium conditions. Reactor types including batch, plug-flow, CSTR. Noise pollution, control and prevention. ",333,"CHEM*1050, MATH*2270",20,,0,,0,,0,School of Engineering,21,,0,,0,430
ENGG*2660,9,ENGG,4,2660,4,Biological Engineering Systems I,32,W,1,3,1,1,1,0.5,3,"This course deals with the mathematical description and identification of biological systems through: mass and energy balances; reactions in biological systems; and applications in biomedicine, food and bioprocessing. ",218,"ENGG*2400, MATH*2270, (1 of BIOL*1070, BIOL*1080, BIOL*1090)",60,,0,This is a Priority Access Course. Enrolment may be restricted to the BIOE specialization in the BENG and BENG:C programs. See department for more information.,158,,0,School of Engineering,21,,0,,0,512
ENGG*3050,9,ENGG,4,3050,4,Embedded Reconfigurable Computing Systems,41,F,1,3,1,2,1,0.5,3,"This course introduces the students to the analysis, synthesis and design of embedded systems and the implementation of embedded systems using Field Programmable Gate Arrays. Topics include: review of digital design concepts; Programmable Logic Devices; Field Programmable Logic Devices; physical design automation (partitioning, placement and routing); Hardware Descriptive Languages; VHDL; Verilog; High Level Languages; System-C; Handle-C; Fixed Point and Floating Point Arithmetic; Hardware Accelerators; Reconfigurable Instruction Set Computers; Hardware Software Co-design techniques; Application of Field Programmable Logic in Embedded Systems. ",652,"ENGG*2410, ENGG*3380",20,,0,This is a Priority Access Course. Enrolment may be restricted to the CENG specialization in the BENG and BENG:C programs. See department for more information.,158,,0,School of Engineering,21,,0,,0,915
ENGG*3070,9,ENGG,4,3070,4,Integrated Manufacturing Systems,32,F,1,3,1,2,1,0.5,3,"Common production machines and manufacturing systems are dealt with, particularly automated systems, robotics, computer control and integration techniques, materials handling, inspection processes and process control. The course addresses societal and environmental issues related to manufacturing. ",299,ENGG*2120,9,,0,,0,,0,School of Engineering,21,,0,,0,384
